;and a bit of angst;Original Character(s);Alternate Universe - Modern Setting;Alternate Universe;Magic;Fantasy;Action/Adventure;Violence;Hurt/Comfort;Emotional Hurt/Comfort;Found Family;Alpha/Beta/Omega Dynamics;no beta we die like jason todd;Alternate Universe - Canon Divergence;Established Relationship;Fluff;Fix-It;Smut;PWP;lil bit of angst;Not Beta Read;Character Death;Original Character;Original Female Character(s);Friends to Lovers;Slow Burn;Post-Traumatic Stress Disorder - PTSD;Fluff and Angst;Romance;Other Additional Tags to Be Added;Friendship;Canon Related;Love;Steve Rogers;Natasha Romanov (Marvel);Tony Stark;James "Bucky" Barnes;Clint Barton;Domestic Fluff;One Shot;Post-Canon;Humor;Crack;Rough Sex;Drugs;Angst;Art;Blood;Swearing;Alternate Universe - Canon;Modern Era;Angst and Hurt/Comfort;Oral Sex;Anal Sex;Original Male Character(s);Bondage;Fluff and Smut;Alternate Universe - College/University;Falling In Love;Canon Compliant;Mutual Pining;Love Confessions;Explicit Sexual Content;Angst with a Happy Ending;Dirty Talk;Vaginal Sex;Mild Angst;First Kiss;Pre-Relationship;Canon-Typical Violence;Pining;Incest;Polyamory;Sex Toys;Background Relationships;Dom/sub;Death;Blow Jobs;Alcohol;Slow Build;Kissing;Longing;First Time;College;Mild Sexual Content;Jealousy;Torture;Reader;Sexual Content;Anal Play;Depression;College AU;Drug Use;AU;Mental Health Issues;OMC;BDSM;Feels;Tooth-Rotting Fluff;Happy Ending;Homosexuality;friends - Freeform;Suicide;Anal Fingering;Sad;Drabble;Fluff and Humor;Plot What Plot/Porn Without Plot;Soulmates;soul mates;Crossovers & Fandom Fusions;Cuddling & Snuggling;Drama;Hand Job;alternative universe;Sex;Siblings;Friendship/Love;Cute;Dreams and Nightmares;Light Angst;University;Hermione Granger;Domestic;blowjob;Threesome;Masturbation;Food;Children;Fingerfucking;LGBTQ Themes;Orgasm;Protectiveness;Roughness;Harry Potter;Family;Supernatural Elements;Holidays;Getting Together;Confessions;Graphic Descriptions of Injuries;Sweet;Winter Soldier;Rape/Non-con Elements;Dubious Consent;Implied/Referenced Abuse;Homophobia;Science Fiction & Fantasy;Loss;Injury;OC - Character;OCs;Music;depictions of violence;noncon;Grief;Iron Man;Captain America - Character;no beta we die like men;Abuse;Trauma;Spoilers;Modern AU;Pregnancy;Draco Malfoy;Fingering;High School;Trans Character;Illnesses;Bakugou Katsuki;Midoriya Izuku;Kink;Language;Marriage;Feelings;Porn;Fantasy elements;Min Yoongi | Suga;Jeon Jungkook;Kim Taehyung | V;Park Jimin (BTS);Sherlock Holmes;Kisses;Oneshot;Dean Winchester (Mentioned);Canon Typical Violence;Hurt;Character Study;Mythical Beings & Creatures;Gay;LGBTQ Character;Bisexuality;Natasha Romanoff;Canon Divergence;No Beta;slowburn;Parenthood;OC;Mentions of Blood;mentions of abuse;Families of Choice;D/s;dubcon;Anal;Major character death - Freeform;Original Male Character;PTSD;Child Abuse;Tooth Rotting Fluff;Original Character(s) - Character;More tags to be added;Sickness;Illness;Sam Winchester;Castiel/Dean Winchester;Castiel (Supernatural);Porn Without Plot;Bucky Barnes;slight angst;Mourning;Yearning;Minor Angst;Some Fluff;Mental Illness;Alternate Canon;Fluffy;Cuddling;Sadness;Consent;Destiel;Humour;Light-Hearted;Some angst;Hurt and comfort;injuries;One-Sided Relationship;Unbeta'd;Rated T for language;Enemies;lots of feelings;Tension;Drugging;crackfic;Fix It;Plot What Plot;Deviates From Canon;One-Shot;Relationship(s);Mentions of Violence;Юмор;John;Original Female Character (minor);School;order 66 & RotS canon violence;romantic;Hermine Granger;Graphic Violence;Vaginal;really this is so fluffy with sugary sweetness you'll get a toothache;Trans;oral sex (male receiving);dealing with grief;Mostly Canon Compliant;Original Character - Freeform;OFC;Mention of blood;Non-Consensual;Consent Issues;Food mention;lots of swearing;unbetaed;No beta we die like mne;Black Widow;Minor Spoilers
Sex Toys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25232;0;0;0;0;0;4506;0;0;0;0;0;0;0;0;0;3242;0;0;0;0;0;0;0;0;0;17101;0;0;0;0;0;0;0;0;27638;42517;3901;19978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46737;0;19402;0;20377;0;0;0;0;0;0;0;0;0;6728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21852;0;0;0;23922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3041;3542;3120;3351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Background Relationships;0;0;10248;10075;0;0;0;0;13783;0;0;0;0;11440;0;33149;0;0;0;0;0;0;0;0;0;11198;0;10289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9982;0;0;0;0;0;0;0;0;0;0;18249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5498;0;0;0;0;0;0;0;10422;10524;10335;10560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dom/sub;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44517;0;0;0;0;0;8230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36837;46903;0;0;0;0;0;0;0;0;0;0;27932;0;0;0;0;0;0;0;0;0;0;70002;0;30547;0;0;0;0;0;0;0;0;0;14272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7576;9395;8249;8530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Death;0;0;0;0;0;0;0;33831;44358;0;0;0;0;35122;0;33883;0;0;0;0;0;123225;0;21871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120231;0;0;0;0;0;0;0;0;16845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59545;0;0;0;0;0;0;0;0;0;0;9706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9519;12196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Blow Jobs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22248;0;47056;0;0;0;0;0;5997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41400;75951;6104;0;0;0;0;0;0;0;0;0;23324;0;0;0;0;0;0;0;0;0;0;0;0;190376;0;0;0;0;0;0;0;0;0;8974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42650;0;0;0;37926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5636;6631;5831;6201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alcohol;0;0;0;0;0;0;0;0;15965;0;0;0;0;0;0;37819;0;16540;0;0;0;0;0;8248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32028;0;0;0;0;0;0;0;16376;5796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67892;0;0;0;0;0;0;0;0;7572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4741;4882;4628;4859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slow Build;0;0;0;0;0;0;0;0;39663;0;0;0;0;29862;0;55543;0;0;0;0;0;0;0;18927;30918;226926;0;32553;30427;31002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64382;0;0;0;0;0;0;0;0;10586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38956;0;0;0;0;0;0;0;10424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8405;8751;8569;8587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kissing;0;0;0;0;0;0;0;0;34805;0;0;0;0;0;31735;146443;0;0;0;0;0;0;0;10672;32488;0;0;0;0;0;0;0;0;8003;0;0;7201;0;0;0;0;0;0;0;0;43063;0;0;0;0;0;0;0;33818;7622;0;0;0;0;0;0;38487;0;0;0;0;0;169559;0;0;0;0;0;0;0;0;0;0;0;0;177788;0;0;0;0;0;0;13620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9110;10636;11086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Longing;0;0;0;0;0;0;0;0;32443;0;0;0;0;0;0;84997;0;0;0;0;0;0;0;8453;37764;39716;0;26766;0;0;0;0;0;7671;0;0;0;0;0;0;0;0;0;0;0;58903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150119;0;0;24593;0;0;0;25961;0;0;161683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10757;9278;0;0;0;0;0;0;0;7401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
First Time;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19513;0;21211;0;0;0;0;0;3796;0;0;0;0;0;0;0;0;0;2734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18512;29340;3446;0;15346;0;0;0;0;0;0;0;0;0;0;22203;0;0;0;0;0;0;0;0;0;22036;0;0;0;0;130294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4757;3482;3821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
College;0;0;23578;12064;0;0;0;0;0;0;0;0;0;0;0;42174;0;10318;0;0;0;0;0;0;12753;11375;0;9537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16058;0;0;0;0;0;0;0;0;0;0;0;140458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17171;0;0;0;3414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9609;10476;10138;10217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mild Sexual Content;0;0;0;0;0;0;0;0;10362;0;0;0;0;0;14053;30057;0;0;0;0;0;0;0;4991;0;0;0;9008;9013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19279;0;0;0;0;0;0;0;0;3380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21133;0;0;4538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3110;3305;3038;3160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jealousy;0;0;0;0;0;0;0;0;8282;0;0;0;0;0;7805;21232;0;10990;0;0;0;0;0;4924;0;0;0;7632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18684;0;0;0;0;0;0;0;8935;4208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76028;0;4848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3047;0;0;0;0;0;0;0;3197;3727;3475;3487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torture;0;0;0;0;0;0;0;12716;22367;0;0;0;0;10948;0;0;0;0;0;0;0;0;0;5909;0;0;11068;0;0;0;0;0;0;5737;4417;5222;4965;3596;0;0;0;0;0;0;0;26431;0;0;0;0;0;0;0;0;5093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3840;1561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reader;0;0;0;0;0;0;0;0;12052;0;0;0;0;0;0;60126;0;35954;0;0;0;0;0;14123;0;0;0;12282;13924;0;0;0;0;7782;5222;5281;8623;0;0;0;0;0;0;0;0;28282;0;0;0;0;0;0;18783;0;0;0;0;0;0;0;0;0;0;0;0;15927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sexual Content;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146489;0;228964;0;0;0;0;0;48468;0;0;0;0;0;0;0;0;0;27702;0;0;0;0;0;0;0;0;0;117895;0;120442;0;0;0;0;0;0;226574;298701;35367;0;0;0;0;0;0;0;133155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190375;0;0;0;0;0;0;0;0;0;66793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134968;0;0;0;171372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26882;31903;27968;29203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Anal Play;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31334;107477;3806;0;17293;0;0;0;0;0;0;0;19439;0;0;0;0;0;0;0;0;0;0;0;0;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134967;0;0;0;28039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4912;5956;5159;5523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Depression;0;0;0;0;0;0;0;0;20110;11406;0;0;0;0;0;12793;0;0;0;0;0;0;0;4358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90104;0;0;0;11714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3354;3964;0;0;0;0;0;0;4027;3730;3601;3742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
College AU;0;0;22660;10671;0;0;0;0;0;0;0;0;0;0;0;38743;0;9395;0;0;0;0;0;0;11758;10500;0;8716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14343;0;0;0;0;0;0;0;0;0;0;0;140458;0;0;8634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9318;10147;9838;9891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Drug Use;0;0;0;0;0;0;0;0;13058;0;0;0;0;0;0;10884;0;0;0;0;0;0;0;5237;0;8250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21572;0;0;0;0;0;0;0;8304;4694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2657;0;0;0;0;34297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2713;2836;2706;2730;4001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AU;0;0;280378;484854;0;0;0;0;143910;0;0;0;0;410627;0;324277;0;0;0;0;0;0;0;53939;0;101200;0;94049;109962;87995;0;0;0;50799;0;45678;40606;0;0;0;0;0;0;0;0;243420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40081;41673;39576;39959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
